#/**
#  *
#  * Default message catalog (English)
#  *
#  * SourceForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  *
#  */
about	about_blurb	<h2>About Sourceforge</h2>This site runs Debian Sourceforge, a derivative of the code that runs the <a href="http://www.sourceforge.net/">Sourceforge.net</a>.  The information present on this page is only authoritative for Debian Sourceforge, please refer to <a href="http://www.sourceforge.net/">Sourceforge.net</a> for information on their code.<br><br><b>People</b><br>The Sourceforge <a href="staff.php">staff</a> has worked hard to make Sourceforge a reality, here's your chance to meet the people behind the site.<br><br><b>Thanks</b><br>We owe a lot of thanks to the people that wrote the software that runs Sourceforge.  We'd also like to give <a href="thanks.php">Kudos</a> to the following people and organizations for helping make Sourceforge happen.<br><br><b>More Information</b><br>If you have further questions, please contact the <a href="http://mail.freesoftware.fsf.org/mailman/listinfo/debian-sf-users">Debian Sourceforge users mailing-list</a>.  You might also have a look at the <a href="http://savannah.gnu.org/projects/debian-sf/">project page</a> for Debian Sourceforge on Savannah (another Sourceforge derivative, run and hosted by the GNU project and the FSF).<br><br><b>Copyrights</b><br>The code behind Sourceforge was originally written by folks at VA Linux Systems (now called "VA Software") and released under the GNU General Public License.  It is thus mostly copyrighted by them.<br>The code behind this site, on the other hand, is Debian Sourceforge, a derivative of the original Sourceforge code, adapted for Debian systems.  The "visible" changes are mostly fixes for bugs and typos, but much work has also been done to provide a package: Debian Sourceforge is easy to setup and run, you only need a system running Debian.  Debian Sourceforge has been done by Christian Bayle and Roland Mas, with contributions from various people.<br><br><br><b>Trademarks and suchlikes</b><br>VA Linux Systems and SourceForge are trademarks of VA Linux Systems, Inc.  Linux is a registered trademark of Linus Torvalds.  All other trademarks and copyrights on this page are property of their respective owners.  Content owned by VA Linux Systems is copyright 1999-2001 VA Linux Systems, Inc.  All rights reserved.<br><br>
about_foundries	about_blurb	SourceForge Foundries serve as places for developers to congregate, share expertise and news, get and give advice, and generally help each other develop  better software faster (this is Open Source, after all).<br>&nbsp;<br>If you're interested in volunteering to help support or start a foundry, or have suggestions, ideas, or gripes please <a href="/contact.php" >contact SourceForge</a>.
about_foundries	foundries_list	Here is a list of all foundries on the system.  Some are more complete than others.  If you see a foundry you may want to contribute to, contact the existing foundry admins for that foundry.
account	title	Account Preferences
account_change_email	message	You have requested a change of email address on $1.\nPlease visit the following URL to complete the email change:\n\n<https://$1/account/change_email-complete.php?ch=_$2>\n\n -- the $1 staff
account_change_email	section	Account Preferences
account_change_email	subject	$1 Verification
account_change_email	title	Change Email Address
account_change_email	mailsent	<P>An email has been sent to the new address. Follow the instructions in the email to complete the email change. <P><A href="/">[ Home ]</A> 
account_change_email	desc	<P>Changing your email address will require confirmation from your new email address, so that we can ensure we have a good email address on file.  <P>We need to maintain an accurate email address for each user due to the level of access we grant via this account. If we need to reach a user for issues arriving from a shell or project account, it is important that we be able to do so.  <P>Submitting the form below will mail a confirmation URL to the new email address. Visiting this link will complete the email change.
account_change_pw	confirmation	<h2>$1 Password Change Confirmation</h2>	<p>	Congratulations. You have changed your password.	</p>
account_change_pw	section	Account Preferences
account_change_pw	title	Change Password
account_editsshkeys	section	Account Preferences
account_editsshkeys	title	Edit CVS/SSH Shared Keys
account_first	about_blurb	You are now a registered user on $1, the online development environment for Open Source projects.<P>As a registered user, you can participate fully in the activities on the site. You may now post messages to the project message forums, post bugs for software in $1, sign on as a project developer, or even start your own project.<P>You should take some time to read through the <A href="/docs/site/"><b>Site Documentation</b></A> so that you may take full advantage of $1.<P>Enjoy the site, and please provide us with feedback on ways that we can improve $1.<P>--the $1 staff
account_first	title	Welcome!
account_login	deleted_account	<p>Your $1 account has been removed by $1 staff. This may occur for two reasons, either 1) you requested that your account be removed; or 2) some action has been performed using your account which has been seen as objectionable (i.e. you have breached the terms of service for use of your account) and your account has been revoked for administrative reasons. Should you have questions or concerns regarding this matter, please log a<a href="/support/?group_id=1">support request</a>.</p><p>Thank you, <br><br>$1 Staff</p>
account_login	iewarn	<H2><FONT COLOR="RED">Internet Explorer users need to upgrade to IE 5.01 or higher, preferably with 128-bit SSL or use Netscape 4.7 or higher</FONT></H2>
account_login	macwarn	<H2><FONT COLOR="RED">Internet Explorer on the Macintosh is not supported currently. Use Netscape 4.7 or higher</FONT></H2>
account_login	pending_account	<P>Your account is currently pending your email confirmation.		Visiting the link sent to you in this email will activate your account.		<P>If you need this email resent, please click below and a confirmation		email will be sent to the email address you provided in registration.		<P><A href="pending-resend.php?form_user=$1">[Resend Confirmation Email]</A>		<br><hr>		<p>
account_login	title	Site Login
account_login	cookiewarn	Cookies must be enabled past this point.
account_login	loginname	Login Name:
account_login	passwd	Password:
account_login	usessl	Stay in SSL mode after login
account_login	sslnotice	<p><B><FONT COLOR="RED">You will be connected with an SSL server when you submit this form and your password will not be visible to other users.</FONT></B> <small style="font-size: x-small"> (If you wonder why very this page is not loaded via SSL, please read next paragraph. Thank you.) </small> <P> <B>Internet Explorer</B> users will have intermittent SSL problems, so they should leave SSL after login. Netscape users should stay in SSL mode permanently for maximum security.  Visit <A HREF="http://www.microsoft.com/">Microsoft</A> for more information about this known problem.  <P>
account_login	login	Login with SSL
account_login	lostpw	[Lost your password?]
account_login	newaccount	[New Account]
account_lostpw	message	Someone (presumably you) on the $3 site requested a\npassword change through email verification. If this was not you,\nignore this message and nothing will happen.\n\nIf you requested this verification, visit the following URL\nto change your password:\n\n<https://$1/account/lostlogin.php?ch=_$2>\n\n -- the $3 staff\n
account_lostpw	subject	$1 Verification
account_lostpw	title	Lost Your Password?
