#/**
#  *
#  * Indonesian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Antonio Wawolangi <scientist@catholic.org>
#  *
#  */
#
# ChangeLog:
#
# 2000-10-17  Antonio Wawolangi  <scientist@catholic.org>
#	* Initial translation
#
menu	account_maintenance	Pemeliharaan Account
menu	bookmark_page	Halaman Bookmark
home	breaking_down_barriers	Menumpas Halangan Dalam Pengembangan Open Source
menu	change_my_theme	Rubah Theme
menu	code_snippet_library	Pustaka Code Snippet
menu	compile_farm	Peternakan Kompilasi
menu	contact_us	Kontak Kami
group	developers	Developer
group	developer_info	Info Developer
menu	discussion_forums	Forum-forum Diskusi
menu	documentation	Dokumentasi Situs
frs	file_download	Download
frs	file_monitor	Monitor
frs	file_notes	Catatan
frs	file_package	Paket
frs	file_version	Versi
group	long_bugs	Bug Tracking
group	long_cvs	Gudang CVS
group	long_docman	DocManager: Dokumentasi Proyek
group	long_forum	Forum Publik
group	long_ftp	Tempat Anonymous FTP
group	long_homepage	Home Page Proyek
group	long_mail	Milis
group	long_news	Berita Terbaru
group	long_patch	Manajer Patch
group	long_pm	Manajer Tugas
group	long_support	Manajer Tech Support
group	long_survey	Survey
group	short_bugs	Bugs
group	short_cvs	CVS
group	short_docman	Dokumentasi
group	short_files	Filesgroup	short_forum	Forum
group	short_homepage	Home Page
group	short_mail	Daftar
group	short_main 	Utama
group	short_news	Berita
group	short_patch	Patches
group	short_pm	Tugas
group	short_summary	Ringkasan
group	short_support	Support
group	short_survey	Survey
home	highest_ranked_users	Pengguna Peringkat Tertinggi
home	about_blurb	  GForge adalah <B>layanan gratis untuk developer <A href="http://opensource.or.id">Open Source</A></B> yang menawarkan akses mudah ke gudang CVS terbaik, milis, pencarian bug, papan pesan/forum-forum, manajemen tugas, hosting situs, pengarsipan file permanen, backup lengkap, dan semua diatur lewat web.  <BR> &nbsp; <P> <B>Site Feedback and Partisipasi</B> <P> Untuk dapat menggunakan GForge secara maksimal, anda perlu  <A href="/account/register.php"> mendaftarkan diri</A> sebagai pengguna situs.   Ini berarti memperbolehkan anda untuk berpartisipasi penuh dalam semua yang kami tawarkan.  Walaupun tanpa pendaftaran anda dapat menggunakan GForge, akan tetapi  tanpa mendaftarkan diri anda tidak dapat berpartisipasi secara penuh. <P> &nbsp; <BR> <B>Mendirikan Proyek Pribadi Anda</B> <P> <A href="/account/register.php">Pendaftaran sebagai pengguna situs</A>, then <A HREF="/account/login.php">Login</A> dan terakhir, <A HREF="/register/">Mendaftarkan Proyek Anda.</A> <P> Terima Kasih... dan selamat bergabung dengan GForge.
frs	latest_file_releases	File Keluaran Terbaru
menu	login	Login lewat SSL
menu	logout	Logout
home	most_active_this_week	Paling Aktif Minggu Ini
menu	my_personal_page	Halaman Pribadi
menu	new_project	Pendaftaran Proyek Baru
menu	new_releases	Keluaran Baru
menu	new_user	Pengguna Baru dengan SSL
menu	other_site_mirrors	Mirror Situs
menu	project_admin	Administrasi Proyek
group	project_admins	Adminstrator Proyek
menu	project_help_wanted	Proyek-proyek Perlu Bantuan
menu	project_summary	Ringkasan Proyek
group	public_area	Area Publik
menu	search	Cari
menu	software_map	Peta Software
home	sourceforge_statistics	Statistik GForge
menu	top_projects	Proyek-proyek Top
home	top_project_downloads	Proyek Top Downloads
conf	content_encoding	iso-8859-1
conf	default_font	verdana,arial,helvetica,sans-serif
conf	language_code	id
conf	language_id	21
