#/**
#  *
#  * Norwegian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Ragnvald Larsen <ragnvald@users.sourceforge.net>
#  *
#  */
#
# ChangeLog:
#
# 2000-09-26  Ragnvald Larsen  <ragnvald@users.sourceforge.net>
#	* Initial translation. Norsk  bokmaal oversettelse.
# 2005-01-13  Tobias Rötschke  <gforge@roetschke.com>
#   * Fixed files/forum tab
#
menu	account_maintenance	Vedlikehold av brukerinformasjon
menu	bookmark_page	Bokmerke
group	developer_info	Utviklerinformasjon
frs	file_download	Last ned
frs	file_monitor	Overv&aring;k
frs	file_notes	Notater
frs	file_package	Pakke
frs	file_version	Versjon
group	long_scm	SCM-repository
group	long_docman	Administrere prosjektdokumentsjon
group	long_forum	&Aring;pne fora
group	long_ftp	Anonym FTP-tilgang
group	long_homepage	Prosjektside
group	long_mail	Epostlister
group	long_news	Siste nyheter
group	long_pm	Prosjektstyring
group	long_survey	Sp&oslash;rreunders&oslash;kelser
group	short_bugs	Feil
group	short_scm	SCM
group	short_docman	Dokumentasjon
group	short_files	Files
group	short_forum	Fora
group	short_homepage	Hjemmeside
group	short_mail	Epostlister
group	short_news	Nyheter
group	short_patch	Rettinger
group	short_pm	Oppgaver
group	short_summary	Overblikk
group	short_support	Brukerst&oslash;tte
group	short_survey	Sp&oslash;rreunders&oslash;kelser
home	highest_ranked_users	H&oslash;yest rangerte brukere
home	about_blurb	<P>$1 er en <B>fri tjeneste som tilbys utviklere av <A href="http://www.opensource.org/">Open Source</A>-programvare</B>. Her f&aring;r du enkel tilgang til det beste innen CVS, epostlister, feilkontroll, meldingsforum, prosjektstyring, webhosting, filarkiver, backup-l&oslash;sninger og web-basert administrering.</P><P><B>Tilbakemelding og deltakelse</B></P><P>For &aring; f&aring; mest igjen fra Sourceforge m&aring; du <A href="/account/register.php">registrere deg som bruker hos oss</A>. Da kan du ta del i alt vi kan tilby. Du kan selvsagt bla deg gjennom sidene uten &aring; v&aelig;re registrert, men du vil ikke kunne delta p&aring; linje med registrerte brukere.</P><P><B>Sett opp dine egne prosjekter</B></P><P><A href="/account/register.php">Registrer deg som bruker</A>, then <A HREF="/account/login.php">Login</A> til slutt, <A HREF="/register/">Registrer ditt eget prosjekt</A>.</P><P>Takk... og velkommen som bruker.</P>
frs	latest_file_releases	Nyeste filutgivelser
menu	login	Logg inn via SSL
menu	logout	Logg av
home	most_active_this_week	Mest aktive denne uken
menu	my_personal_page	Min side
menu	new_project	Meld inn et nytt prosjekt
menu	new_user	Ny bruker via SSL
group	project_admins	Prosjektadministratorer
menu	project_help_wanted	Prosjekthjelp s&oslash;kes
group	public_area	Fellesområde
menu	search	S&oslash;k
home	gforge_statistics	GForge statistikk
home	top_project_downloads	Flest nedlastinger
conf	mail_charset	UTF-8
