#/**
#  *
#  * Russian message catalog
#  *
#  * GForge
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * Copyright 2004 (c) Andrey Molchanov
#  * Copyright 2005-2006 (c) Andrey P. Paskal
#  * http://gforge.org
#  *
#  * @version   $Id$
#  * @author Paul Sokolovsky <pfalcon@users.sourceforge.net>
#  *
#  */
plugin_scmsvn	adds	Добавил
plugin_scmsvn	admin	Управление
plugin_scmsvn	anonsvn	<p><b>Анонимный доступ к Subversion</b></p><p>Репозиторий SVN этого проекта доступен анонимно. Используйте команды, указанные ниже.</p>
plugin_scmsvn	browseit	Просмотр  Subversion репозитория
plugin_scmsvn	browsetree	<b>Просмотр дерева Subversion</b><p>Просмотр дерева Subversion давет вам великолепную возможность оценить текущий статус кода проекта. Также вы можете увидеть историю изменений любого файла в репозитории.</p>
plugin_scmsvn	commits	Изменил
plugin_scmsvn	developername	имяразработчика
plugin_scmsvn	devsvndav	<p><b>Доступ к Subversion для разработчиков через DAV</b></p><p>Только разработчики проекта могут работать с SVN таким образом. Замените <i>имяразработчика</i> соответствующим значением. В ответ на запрос укажите свой пароль для сайта.</p>
plugin_scmsvn	devsvnssh	<p><b>Доступ к Subversion для разработчиков через SSH</b></p><p>Только разработчики проекта могут работать с SVN таким образом. На вашем компьютере должен быть установлен SSH. Замените <i>имяразработчика</i> соответствующим значением. Укажите свой пароль для сайта в ответ на запрос.</p>
plugin_scmsvn	documentation	<p>Документация по Subversion (краткое название - "SVN") доступна <a href="http://svnbook.red-bean.com/">здесь</a>.</p>
plugin_scmsvn	download_snapshot	Загрузить ночной срез SVN дерева
plugin_scmsvn	enable_anonymous_svn	Разрешить анонимный доступ
plugin_scmsvn	enable_svn	Использовать Subversion
plugin_scmsvn	error_only_projects_can_use_svn	Ошибка: SVN можно использовать только в проектах
plugin_scmsvn	error_this_project_has_turned_off	Ошибка: Этот проект не использует SVN
plugin_scmsvn	history	История изменений SVN
plugin_scmsvn	nohistory	У проекта нет истории изменений SVN.
plugin_scmsvn	realname	Имя автора
plugin_scmsvn	section	Проект: $1
plugin_scmsvn	svn_repository	SVN Репозиторий
plugin_scmsvn	svn_updates	Изменений: <strong>$1</strong>, Добавлений: <strong>$2</strong>
plugin_scmsvn	title	SCM
plugin_scmsvn	total	Итого
plugin_scmsvn	unknown	Неизвестно
